Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Mã trường
marketing,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,25.25,D01,2020,,IUH
marketing,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,22.5,A01,2020,CT tăng cường tiếng Anh,IUH
marketing,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,22.5,D01,2020,CT tăng cường tiếng Anh,IUH
kinh doanh quốc tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,26.0,A01,2020,,IUH
kinh doanh quốc tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,26.0,D01,2020,,IUH
kinh doanh quốc tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,23.0,A01,2020,CT tăng cường tiếng Anh,IUH
kinh doanh quốc tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,23.0,D01,2020,CT tăng cường tiếng Anh,IUH
luật kinh tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,26.0,A00,2020,,IUH
luật kinh tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,26.0,C00,2020,,IUH
luật kinh tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,26.0,D01,2020,,IUH
luật kinh tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,23.5,A00,2020,CT tăng cường tiếng Anh,IUH
luật kinh tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,23.5,C00,2020,CT tăng cường tiếng Anh,IUH
luật kinh tế,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,23.5,D01,2020,CT tăng cường tiếng Anh,IUH
công nghệ thực phẩm,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,20.0,A00,2020,,IUH
công nghệ thực phẩm,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,20.0,B00,2020,,IUH
công nghệ thực phẩm,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,18.0,A00,2020,CT tăng cường tiếng Anh,IUH
công nghệ thực phẩm,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,18.0,B00,2020,CT tăng cường tiếng Anh,IUH
kỹ thuật xây dựng,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,19.0,A00,2020,,IUH
kỹ thuật xây dựng,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,19.0,A01,2020,,IUH
dược học,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,23.0,A00,2020,,IUH
dược học,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,23.0,B00,2020,,IUH
quản trị dịch vụ du lịch và lữ hành,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,22.5,A01,2020,,IUH
quản trị dịch vụ du lịch và lữ hành,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,22.5,D01,2020,,IUH
quản trị dịch vụ du lịch và lữ hành,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,19.0,A01,2020,CT tăng cường tiếng Anh,IUH
quản trị dịch vụ du lịch và lữ hành,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,19.0,D01,2020,CT tăng cường tiếng Anh,IUH
quản lý tài nguyên và môi trường,Trung bình,IUH - Trường Đại Học Công Nghiệp TPHCM,19.0,B00,2020,,IUH
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,A01,2023,,GTS
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,D01,2023,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,A01,2023,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,D01,2023,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2023,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2023,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2023,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,B00,2023,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2023,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2023,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2023,,GTS
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,A01,2022,,GTS
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,D01,2022,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,A01,2022,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,D01,2022,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2022,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2022,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2022,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,B00,2022,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2022,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2022,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2022,,GTS
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,A01,2021,,GTS
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,D01,2021,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,A01,2021,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,D01,2021,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2021,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2021,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2021,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,B00,2021,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2021,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2021,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2021,,GTS
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,A01,2020,,GTS
ngôn ngữ anh,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,24.5,D01,2020,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,A01,2020,,GTS
luật,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,21.0,D01,2020,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2020,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2020,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2020,,GTS
kỹ thuật môi trường,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,B00,2020,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A00,2020,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,A01,2020,,GTS
kỹ thuật xây dựng,Trung bình,GTS - Trường Đại Học Giao Thông Vận Tải TPHCM,19.0,D01,2020,,GTS
y khoa,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,26.57,B00,2023,,TYS
dược học,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,25.51,B00,2023,,TYS
điều dưỡng,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,23.57,B00,2023,,TYS
y khoa,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,26.57,B00,2022,,TYS
dược học,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,25.51,B00,2022,,TYS
điều dưỡng,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,23.57,B00,2022,,TYS
y khoa,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,26.57,B00,2021,,TYS
dược học,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,25.51,B00,2021,,TYS
điều dưỡng,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,23.57,B00,2021,,TYS
y khoa,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,26.57,B00,2020,,TYS
dược học,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,25.51,B00,2020,,TYS
điều dưỡng,Trung bình,TYS - Trường Đại Học Y Khoa Phạm Ngọc Thạch,23.57,B00,2020,,TYS
công nghệ sinh học,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.9,B00,2023,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A00,2023,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A01,2023,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A00,2023,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A01,2023,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A00,2023,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A01,2023,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,B00,2023,,QST
công nghệ sinh học,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.9,B00,2022,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A00,2022,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A01,2022,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A00,2022,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A01,2022,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A00,2022,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A01,2022,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,B00,2022,,QST
công nghệ sinh học,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.9,B00,2021,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A00,2021,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A01,2021,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A00,2021,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A01,2021,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A00,2021,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A01,2021,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,B00,2021,,QST
công nghệ sinh học,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.9,B00,2020,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A00,2020,,QST
khoa học dữ liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,26.85,A01,2020,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A00,2020,,QST
trí tuệ nhân tạo,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,27.7,A01,2020,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A00,2020,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,A01,2020,,QST
công nghệ vật liệu,Cao,QST - Trường Đại Học Khoa Học Tự Nhiên TPHCM,24.0,B00,2020,,QST
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2023,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A01,2023,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.9,C00,2023,,QSX
ngôn ngữ anh,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.27,D01,2023,,QSX
ngôn ngữ pháp,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2023,,QSX
ngôn ngữ trung quốc,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.78,D01,2023,,QSX
quan hệ quốc tế,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.45,D01,2023,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A00,2023,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,27.95,C00,2023,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.65,D01,2023,,QSX
nhân học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.05,D01,2023,,QSX
nhân học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,27.1,C00,2023,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.9,B00,2023,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.3,C00,2023,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.4,D01,2023,,QSX
báo chí,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.7,D01,2023,,QSX
báo chí,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.8,C00,2023,,QSX
quản trị dịch vụ du lịch và lữ hành,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.8,D01,2023,,QSX
quản trị dịch vụ du lịch và lữ hành,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.33,C00,2023,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A01,2022,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.9,C00,2022,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2022,,QSX
ngôn ngữ anh,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.27,D01,2022,,QSX
ngôn ngữ pháp,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2022,,QSX
ngôn ngữ trung quốc,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.78,D01,2022,,QSX
quan hệ quốc tế,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.45,D01,2022,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A00,2022,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,27.95,C00,2022,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.65,D01,2022,,QSX
nhân học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,27.1,C00,2022,,QSX
nhân học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.05,D01,2022,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.9,B00,2022,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.3,C00,2022,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.4,D01,2022,,QSX
báo chí,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.8,C00,2022,,QSX
báo chí,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.7,D01,2022,,QSX
quản trị dịch vụ du lịch và lữ hành,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.33,C00,2022,,QSX
quản trị dịch vụ du lịch và lữ hành,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.8,D01,2022,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2021,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A01,2021,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.9,C00,2021,,QSX
ngôn ngữ anh,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.27,D01,2021,,QSX
ngôn ngữ pháp,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2021,,QSX
ngôn ngữ trung quốc,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.78,D01,2021,,QSX
quan hệ quốc tế,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.45,D01,2021,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A00,2021,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,27.95,C00,2021,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.65,D01,2021,,QSX
nhân học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.05,D01,2021,,QSX
nhân học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,27.1,C00,2021,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.9,B00,2021,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.3,C00,2021,,QSX
tâm lý học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.4,D01,2021,,QSX
báo chí,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.7,D01,2021,,QSX
báo chí,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.8,C00,2021,,QSX
quản trị dịch vụ du lịch và lữ hành,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.8,D01,2021,,QSX
quản trị dịch vụ du lịch và lữ hành,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,28.33,C00,2021,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A01,2020,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.9,C00,2020,,QSX
quản lý giáo dục,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2020,,QSX
ngôn ngữ anh,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.27,D01,2020,,QSX
ngôn ngữ pháp,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.4,D01,2020,,QSX
ngôn ngữ trung quốc,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,25.78,D01,2020,,QSX
quan hệ quốc tế,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,26.45,D01,2020,,QSX
xã hội học,Cao,QSX - Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,24.0,A00,2020,,QSX
