StudentID,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,Interests,Tohopthi,Major_1,Score_1,Subject_Group_1,Major_2,Score_2,Subject_Group_2,Major_3,Score_3,Subject_Group_3
S00124,7.6,6.0,4.25,7.25,6.25,,,,5.0,"Công nghệ,Bảo mật thông tin,Sáng tạo",TN,digital marketing,0.631,B00,kỹ thuật phần mềm,0.615,D07,thiết kế đồ họa,0.568,D01
S00125,8.6,7.25,8.5,8.75,7.0,,,,7.8,"Công nghệ,Môi trường,Toán học",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.705,A00,trí tuệ nhân tạo,0.695,A00,khoa học máy tính,0.695,A00
S00126,7.0,7.5,2.75,5.75,5.5,,,,7.6,"Tự động hóa,Công nghệ,Kinh doanh",TN,tự động hóa,0.645,D01,logistics và quản lý chuỗi cung ứng,0.645,D01,công nghệ kỹ thuật ô tô,0.625,D01
S00127,4.8,6.75,,,,5.0,6.0,7.75,5.4,"Giao tiếp,Quảng cáo,Phân tích dữ liệu",XH,digital marketing,0.576,D01,tâm lý học,0.569,D14,marketing,0.566,D01
S00128,7.4,9.0,,,,5.5,9.0,9.0,5.4,"Thiết kế,Trò chơi điện tử,Văn học",XH,công nghệ thông tin,0.589,C14,công nghệ kỹ thuật ô tô,0.569,C04,kỹ thuật xây dựng,0.531,D84
S00129,7.8,7.25,,,,7.25,9.25,9.0,5.0,"Giáo dục,Tài chính,Dạy học",XH,kế toán,0.567,A09,tài chính - ngân hàng,0.554,C04,kiểm toán,0.487,D01
S00130,7.8,8.5,,,,7.75,7.0,8.5,4.8,"Văn học,Nghệ thuật,Ẩm thực",XH,công nghệ thực phẩm,0.521,D01,kiến trúc,0.511,D01,thiết kế đồ họa,0.501,D01
S00131,8.8,6.75,8.75,7.0,8.0,,,,9.0,"Toán học,Ngoại ngữ,Xây dựng",TN,kỹ thuật xây dựng,0.694,A01,kiến trúc,0.684,A01,khoa học dữ liệu và trí tuệ nhân tạo,0.614,A01
S00132,5.8,7.25,,,,7.25,7.5,9.25,3.2,"Lãnh đạo,Tài chính,Quảng cáo",XH,tài chính - ngân hàng,0.527,A08,digital marketing,0.524,C04,kế toán,0.521,A09
S00133,8.4,5.25,8.25,8.0,7.0,,,,9.4,"Y học,Tự động hóa,Du lịch",TN,tự động hóa,0.597,A01,trí tuệ nhân tạo,0.597,A01,răng - hàm - mặt,0.587,A01
S00134,6.8,5.75,,,,6.0,8.25,9.0,6.4,"Lãnh đạo,Ẩm thực,Thiên nhiên",XH,quản lý tài nguyên và môi trường,0.547,C20,quản lý đất đai,0.506,D10,kỹ thuật môi trường,0.493,D01
S00135,7.4,7.25,5.0,7.25,6.75,,,,5.8,"Khoa học,Lập trình,Thiết kế",TN,công nghệ vật liệu,0.615,B00,tự động hóa,0.535,B00,công nghệ thông tin,0.535,B00
S00136,7.6,9.0,,,,7.5,9.5,9.75,7.2,"Sáng tạo,Ẩm thực,Dạy học",XH,công nghệ thực phẩm,0.657,D01,kỹ thuật phần mềm,0.601,C14,digital marketing,0.598,C04
S00137,6.4,7.5,,,,5.25,4.25,6.75,5.8,"Tài chính,Lãnh đạo,Hóa học",XH,công nghệ sinh học,0.503,D01,quản lý bệnh viện,0.503,D01,công nghệ thực phẩm,0.503,D01
S00138,5.6,8.0,,,,5.25,5.5,6.25,5.8,"Lãnh đạo,Luật pháp,Sáng tạo",XH,kỹ thuật phần mềm,0.509,D01,digital marketing,0.509,D01,marketing,0.499,D01
S00139,7.4,7.75,8.0,7.25,6.25,,,,3.2,"Nông nghiệp,Hóa học,Chính trị",TN,công nghệ sinh học,0.542,A00,dược học,0.542,A00,công nghệ thực phẩm,0.542,A00
S00140,6.6,7.67,,,,7.5,8.0,8.25,5.6,"Chính trị,Văn hóa,Dạy học",XH,quan hệ quốc tế,0.604,D15,quản trị kinh doanh quốc tế,0.549,C20,quản trị dịch vụ du lịch và lữ hành,0.537,C04
S00141,7.0,8.5,,,,8.75,9.25,9.0,6.2,"Luật pháp,Văn học,Thiết kế",XH,luật kinh tế,0.577,C20,công nghệ kỹ thuật ô tô,0.56,C04,kỹ thuật xây dựng,0.536,D84
S00142,3.2,5.75,,,,6.0,5.75,5.0,3.8,"Nghệ thuật,Văn hóa,Thể thao",XH,thiết kế thời trang,0.617,D14,nghệ thuật,0.517,D14,quản trị kinh doanh quốc tế,0.45,C20
S00143,7.4,6.25,6.75,5.0,4.0,,,,4.6,"Công nghệ,Cơ khí,Nghiên cứu",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.615,A00,tự động hóa,0.605,A00,công nghệ vật liệu,0.585,A00
S00144,6.6,8.5,7.25,7.0,7.0,,,,6.2,"Hóa học,Khoa học,Sáng tạo",TN,công nghệ thực phẩm,0.74,C08,công nghệ sinh học,0.635,B03,hóa học,0.604,D01
S00145,8.2,6.5,6.75,9.75,8.75,,,,5.4,"Nông nghiệp,Kỹ thuật,Động vật",TN,thú y,0.596,B00,kỹ thuật môi trường,0.596,B00,công nghệ vật liệu,0.586,B00
S00146,7.0,8.5,6.25,7.25,6.75,,,,4.6,"Văn học,Chăm sóc sức khỏe,Cơ khí",TN,quản lý bệnh viện,0.537,B03,tự động hóa,0.53,B00,thú y,0.52,B00
S00147,7.0,9.75,,,,8.5,8.5,9.75,7.4,"Dịch vụ khách hàng,Văn học,Chính trị",XH,quản trị dịch vụ du lịch và lữ hành,0.599,D66,quản trị khách sạn,0.582,D14,luật,0.579,D66
S00148,9.2,8.25,7.75,7.5,7.5,,,,6.0,"Phân tích dữ liệu,Văn học,Chăm sóc sức khỏe",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.586,A00,an toàn thông tin,0.576,A00,kỹ thuật phần mềm,0.576,A00
S00149,7.6,8.25,7.5,8.5,8.25,,,,6.6,"Sáng tạo,Xây dựng,Môi trường",TN,quản lý đất đai,0.645,B00,kiến trúc,0.629,D01,thiết kế nội thất,0.619,D01
S00150,7.6,6.25,6.25,6.25,5.5,,,,,"Bảo mật thông tin,Điện tử,Thiết kế",GDTXTN,kỹ thuật điện - điện tử,0.608,A00,an toàn thông tin,0.518,A00,tự động hóa,0.518,A00
S00151,5.6,9.0,6.0,6.0,4.75,,,,5.0,"Môi trường,Văn học,Bảo mật thông tin",TN,an toàn thông tin,0.511,D01,kỹ thuật môi trường,0.501,D01,công nghệ sinh học,0.501,D01
S00152,5.8,7.75,5.5,4.0,6.75,,,,8.6,"Bảo mật thông tin,Giao tiếp,Thiên nhiên",TN,an toàn thông tin,0.545,D01,logistics và quản lý chuỗi cung ứng,0.545,D01,quản trị kinh doanh quốc tế,0.538,D13
S00153,5.4,9.0,,,,6.0,8.0,9.25,6.0,"Giúp đỡ người khác,Nghệ thuật,Văn học",XH,tâm lý học,0.59,C20,quản trị nhân lực,0.51,D14,kiến trúc,0.502,D01
S00154,7.0,7.25,,,,8.5,9.25,9.0,5.0,"Giáo dục,Thể thao,Thống kê",XH,kế toán,0.557,A09,toán kinh tế,0.533,C04,khoa học dữ liệu và trí tuệ nhân tạo,0.517,D01
S00155,4.8,6.75,,,,5.0,6.5,7.5,3.4,"Chính trị,Giáo dục,Nghiên cứu",XH,quan hệ quốc tế,0.542,D15,quản lý tài nguyên và môi trường,0.517,C20,công nghệ sinh học,0.481,C04
S00156,8.0,8.75,7.5,5.75,4.75,,,,4.2,"Xây dựng,Phân tích dữ liệu,Máy tính",TN,an toàn thông tin,0.633,A00,kỹ thuật phần mềm,0.633,A00,công nghệ thông tin,0.633,A00
S00157,4.2,6.0,,,,7.25,6.75,8.25,4.2,"Luật pháp,Tài chính,Toán học",XH,tài chính - ngân hàng,0.593,A08,luật kinh tế,0.5,C20,kế toán,0.476,A09
S00158,8.8,6.0,9.75,10.0,6.75,,,,6.0,"Y học,Máy tính,Kỹ thuật",TN,an toàn thông tin,0.631,A00,kỹ thuật phần mềm,0.631,A00,công nghệ thông tin,0.631,A00
S00159,7.0,8.25,7.0,6.0,7.0,,,,8.8,"Ngoại ngữ,Sáng tạo,Môi trường",TN,kỹ thuật phần mềm,0.571,D01,digital marketing,0.571,D01,marketing,0.561,D01
S00160,8.6,7.25,8.0,8.0,4.5,,,,5.6,"Khoa học,Điện tử,Phân tích dữ liệu",TN,hóa học,0.648,A00,vật lý học,0.638,A00,tâm lý học,0.626,D01
S00161,3.2,6.25,1.5,2.75,4.0,,,,3.4,"Nông nghiệp,Điện tử,Hóa học",TN,,0.0,,,0.0,,,0.0,
S00162,7.0,8.5,,,,6.5,8.0,8.75,4.2,"Giáo dục,Giao tiếp,Văn học",XH,tâm lý học,0.577,C20,quản trị kinh doanh quốc tế,0.567,C20,marketing,0.553,C04
S00163,3.6,4.25,,,,4.75,5.5,7.0,3.0,"Dịch vụ khách hàng,Tài chính,Lãnh đạo",XH,kế toán,0.435,A09,tài chính - ngân hàng,0.435,A08,quản lý tài nguyên và môi trường,0.263,C20
S00164,7.4,7.75,,,,7.75,8.0,9.25,3.8,"Lãnh đạo,Tài chính,Nông nghiệp",XH,tài chính - ngân hàng,0.555,A08,kế toán,0.549,A09,quản lý bệnh viện,0.493,D01
S00165,7.4,8.25,5.5,5.25,6.25,,,,8.4,"Máy tính,Truyền thông,Ngoại ngữ",TN,ngôn ngữ hàn quốc,0.631,D01,an toàn thông tin,0.571,D01,kỹ thuật phần mềm,0.571,D01
S00166,6.6,5.25,6.25,6.75,6.25,,,,8.6,"Ngoại ngữ,Thống kê,Bảo mật thông tin",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.546,A01,khoa học dữ liệu,0.543,D07,quản trị khách sạn,0.533,D07
S00167,7.8,9.0,,,,8.25,7.25,9.5,5.6,"Giúp đỡ người khác,Giáo dục,Sáng tạo",XH,kỹ thuật phần mềm,0.601,C14,tâm lý học,0.597,C19,digital marketing,0.571,C04
S00168,5.4,8.5,,,,4.0,7.0,8.25,5.0,"Sáng tạo,Văn hóa,Giúp đỡ người khác",XH,thiết kế thời trang,0.562,D01,nghệ thuật,0.562,D01,quản trị kinh doanh quốc tế,0.547,C20
S00169,5.6,6.5,,,,4.5,6.0,9.0,4.0,"Ẩm thực,Kinh doanh,Y học",XH,quản trị kinh doanh quốc tế,0.517,C20,luật kinh tế,0.507,C20,tài chính - ngân hàng,0.485,A08
S00170,7.2,8.25,,,,6.75,7.25,7.25,5.8,"Truyền thông,Giáo dục,Chính trị",XH,digital marketing,0.553,C04,marketing,0.543,C04,quan hệ công chúng,0.513,D01
S00171,6.2,7.0,6.5,7.75,6.5,,,,4.0,"Chăm sóc sức khỏe,Động vật,Sáng tạo",TN,thú y,0.613,A00,công nghệ thực phẩm,0.523,C08,kỹ thuật phần mềm,0.523,A00
S00172,8.6,5.75,5.25,7.25,3.75,,,,7.4,"Toán học,Động vật,Môi trường",TN,khoa học dữ liệu,0.56,D07,khoa học dữ liệu và trí tuệ nhân tạo,0.55,D01,thú y,0.55,D07
S00173,7.4,8.0,6.75,5.75,4.25,,,,7.6,"Sáng tạo,Môi trường,Cơ khí",TN,tự động hóa,0.557,D01,kỹ thuật phần mềm,0.557,D01,digital marketing,0.557,D01
S00174,6.2,7.0,,,,6.75,7.75,8.25,5.8,"Ẩm thực,Lãnh đạo,Khoa học",XH,công nghệ thực phẩm,0.593,D01,quản lý tài nguyên và môi trường,0.547,C20,công nghệ sinh học,0.519,C04
S00175,6.6,7.25,,,,7.0,7.5,7.5,5.6,"Ngoại ngữ,Quảng cáo,Khoa học",XH,quản lý tài nguyên và môi trường,0.537,C20,digital marketing,0.535,C04,quản trị kinh doanh quốc tế,0.527,C20
S00176,3.4,7.25,,,,4.25,5.5,6.25,4.8,"Quản lý,Dịch vụ khách hàng,Nghệ thuật",XH,quản trị dịch vụ du lịch và lữ hành,0.584,D66,quản trị khách sạn,0.574,D15,quản lý tài nguyên và môi trường,0.493,C20
S00177,6.4,8.0,,,,9.0,8.75,9.0,3.4,"Giúp đỡ người khác,Giáo dục,Sáng tạo",XH,tâm lý học,0.583,C20,kỹ thuật phần mềm,0.562,C14,digital marketing,0.559,C04
S00178,4.6,6.25,,,,7.0,7.75,8.5,6.6,"Thể thao,Thiết kế,Giáo dục",XH,thiết kế thời trang,0.575,D14,kỹ thuật xây dựng,0.503,D84,thiết kế đồ họa,0.485,D14
S00179,8.8,7.75,8.75,5.25,5.25,,,,8.0,"Khoa học,Toán học,Ngoại ngữ",TN,vật lý học,0.651,A01,khoa học dữ liệu và trí tuệ nhân tạo,0.601,A01,trí tuệ nhân tạo,0.591,A01
S00180,7.6,8.25,,,,7.0,7.25,8.5,6.4,"Quản lý,Truyền thông,Kinh doanh",XH,quản trị kinh doanh quốc tế,0.65,C20,marketing,0.648,C04,logistics và quản lý chuỗi cung ứng,0.647,D01
S00181,8.8,8.25,8.75,7.25,6.75,,,,8.6,"Phân tích dữ liệu,Động vật,Ngoại ngữ",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.609,A01,an toàn thông tin,0.599,A01,kỹ thuật phần mềm,0.599,A01
S00182,5.6,8.75,,,,7.0,9.25,8.5,5.6,"Luật pháp,Văn học,Văn hóa",XH,quản trị kinh doanh quốc tế,0.583,C20,luật kinh tế,0.573,C20,quản trị dịch vụ du lịch và lữ hành,0.555,C04
S00183,7.0,6.5,6.75,7.75,5.0,,,,5.2,"Cơ khí,Tự động hóa,Trò chơi điện tử",TN,tự động hóa,0.637,A00,công nghệ kỹ thuật ô tô,0.617,A00,trí tuệ nhân tạo,0.537,A00
S00184,8.2,8.25,8.25,7.75,5.75,,,,5.6,"Toán học,Sáng tạo,Cơ khí",TN,kiến trúc,0.624,A01,khoa học dữ liệu và trí tuệ nhân tạo,0.583,A00,tự động hóa,0.573,A00
S00185,7.2,6.75,,,,6.75,7.0,7.5,3.2,"Văn hóa,Thiết kế,Dịch vụ khách hàng",XH,quản trị dịch vụ du lịch và lữ hành,0.619,C04,thiết kế thời trang,0.539,D01,nghệ thuật,0.539,D01
S00186,7.4,6.75,,,,7.25,7.0,9.25,4.8,"Giúp đỡ người khác,Trò chơi điện tử,Thiết kế",XH,công nghệ thông tin,0.562,C14,kỹ thuật xây dựng,0.526,D84,công nghệ kỹ thuật ô tô,0.512,C04
S00187,6.6,7.5,,,,6.25,9.0,7.5,4.0,"Giao tiếp,Nông nghiệp,Y học",XH,quản lý bệnh viện,0.581,D01,tâm lý học,0.56,C20,quản trị kinh doanh quốc tế,0.55,C20
S00188,7.4,6.0,,,,5.75,6.75,8.5,4.4,"Ngoại ngữ,Văn học,Lãnh đạo",XH,quản trị kinh doanh quốc tế,0.513,C20,quản trị dịch vụ du lịch và lữ hành,0.511,D84,quản trị khách sạn,0.477,D01
S00189,3.4,4.0,,,,2.75,4.25,4.25,3.0,"Dạy học,Du lịch,Luật pháp",XH,,0.0,,,0.0,,,0.0,
S00190,8.0,9.0,,,,7.0,6.0,8.75,6.0,"Văn hóa,Văn học,Kỹ thuật",XH,ngôn ngữ pháp,0.617,D01,quản trị dịch vụ du lịch và lữ hành,0.557,D66,kỹ thuật môi trường,0.547,D01
S00191,8.0,8.5,,,,8.25,8.5,9.25,9.2,"Du lịch,Dạy học,Kỹ thuật",XH,quản trị dịch vụ du lịch và lữ hành,0.599,D66,kỹ thuật xây dựng,0.593,D84,quản trị khách sạn,0.589,D15
S00192,5.0,7.25,,,,4.75,7.75,6.5,4.0,"Giáo dục,Đọc sách,Tài chính",XH,tài chính - ngân hàng,0.497,C04,kế toán,0.477,A09,ngôn ngữ anh,0.473,D15
S00193,5.0,9.0,,,,8.25,8.75,8.75,4.4,"Văn học,Tài chính,Văn hóa",XH,quản trị kinh doanh quốc tế,0.583,C20,quản trị dịch vụ du lịch và lữ hành,0.543,C04,tài chính - ngân hàng,0.533,C04
S00194,5.4,5.5,,,,2.75,6.0,6.25,6.4,"Tài chính,Trò chơi điện tử,Máy tính",XH,công nghệ thông tin,0.581,D01,kỹ thuật phần mềm,0.481,D01,tài chính - ngân hàng,0.461,D01
S00195,8.2,8.25,7.5,7.75,8.5,,,,7.2,"Truyền thông,Công nghệ,Phân tích dữ liệu",TN,digital marketing,0.776,B00,công nghệ thông tin,0.676,B00,khoa học dữ liệu và trí tuệ nhân tạo,0.675,D01
S00196,6.8,8.25,6.0,8.0,6.5,,,,6.2,"Y học,Truyền thông,Bảo mật thông tin",TN,digital marketing,0.534,B00,an toàn thông tin,0.533,D01,quản lý bệnh viện,0.527,B03
S00197,8.2,8.0,,,,8.25,8.0,9.0,8.6,"Văn học,Kinh doanh,Quản lý",XH,logistics và quản lý chuỗi cung ứng,0.681,D01,quản trị kinh doanh quốc tế,0.663,C20,quản trị nhân lực,0.661,D14
S00198,3.8,5.5,4.25,4.0,4.75,,,,3.2,"Thiên nhiên,Nghiên cứu,Quản lý",TN,,0.0,,,0.0,,,0.0,
S00199,6.2,7.5,,,,5.5,7.25,7.75,3.6,"Chính trị,Dịch vụ khách hàng,Cơ khí",XH,quản trị dịch vụ du lịch và lữ hành,0.519,C04,công nghệ kỹ thuật ô tô,0.509,C04,quản trị khách sạn,0.485,D15
S00200,3.0,7.5,,,,5.0,6.5,7.25,5.2,"Thể thao,Kinh doanh,Thiết kế",XH,thiết kế thời trang,0.546,D14,quản trị kinh doanh quốc tế,0.513,C20,luật kinh tế,0.503,C20
S00201,6.8,7.25,5.5,7.5,7.5,,,,5.8,"Hóa học,Động vật,Giao tiếp",TN,công nghệ thực phẩm,0.537,C08,thú y,0.531,B00,điều dưỡng,0.531,B00
S00202,4.4,6.25,,,,6.5,5.0,7.25,5.0,"Lãnh đạo,Giáo dục,Dạy học",XH,quản lý bệnh viện,0.449,D01,quản trị kinh doanh,0.439,D01,quản trị dịch vụ du lịch và lữ hành,0.287,D66
S00203,5.4,8.25,,,,7.0,7.0,9.0,5.2,"Đọc sách,Truyền thông,Chính trị",XH,digital marketing,0.525,C04,marketing,0.515,C04,ngôn ngữ hàn quốc,0.509,D66
S00204,6.8,8.5,,,,6.75,8.25,9.0,,"Dịch vụ khách hàng,Truyền thông,Quảng cáo",GDTXXH,digital marketing,0.664,C04,marketing,0.654,C04,quản trị dịch vụ du lịch và lữ hành,0.554,C04
S00205,5.6,7.0,,,,6.75,7.25,8.0,5.2,"Kinh doanh,Quản lý,Quảng cáo",XH,quản trị kinh doanh quốc tế,0.627,C20,logistics và quản lý chuỗi cung ứng,0.587,D01,quan hệ công chúng,0.583,D14
S00206,7.4,6.25,,,,6.75,6.5,6.75,4.6,"Luật pháp,Chính trị,Hóa học",XH,công nghệ sinh học,0.509,C04,hóa học,0.489,C04,công nghệ thực phẩm,0.483,D01
S00207,5.6,8.75,,,,6.75,7.25,8.5,6.8,"Lãnh đạo,Văn học,Kinh doanh",XH,quản trị kinh doanh,0.612,D01,quản trị kinh doanh quốc tế,0.557,C20,luật kinh tế,0.547,C20
S00208,5.8,6.5,,,,5.75,5.75,8.0,5.6,"Thể thao,Văn hóa,Kỹ thuật",XH,thiết kế thời trang,0.549,D01,quản trị dịch vụ du lịch và lữ hành,0.508,D66,quản trị kinh doanh quốc tế,0.5,C20
S00209,7.2,6.5,6.0,5.75,5.5,,,,6.0,"Khoa học,Chính trị,Thiên nhiên",TN,kỹ thuật môi trường,0.603,D01,quản lý tài nguyên và môi trường,0.603,D01,nông nghiệp,0.573,D01
S00210,5.8,7.0,,,,6.5,6.75,8.25,2.0,"Thể thao,Giáo dục,Bảo mật thông tin",XH,an toàn thông tin,0.531,C14,thiết kế thời trang,0.417,D14,quản lý tài nguyên và môi trường,0.333,C20
S00211,8.0,7.25,6.75,3.25,5.75,,,,,"Thiên nhiên,Phân tích dữ liệu,Công nghệ",GDTXTN,khoa học dữ liệu và trí tuệ nhân tạo,0.6,A00,kỹ thuật phần mềm,0.59,A00,logistics và quản lý chuỗi cung ứng,0.59,A00
S00212,7.6,6.0,8.5,7.75,5.0,,,,4.6,"Máy tính,Cơ khí,Điện tử",TN,tự động hóa,0.668,A00,an toàn thông tin,0.568,A00,kỹ thuật phần mềm,0.568,A00
S00213,7.8,8.25,7.0,8.0,8.0,,,,8.4,"Du lịch,Máy tính,Bảo mật thông tin",TN,an toàn thông tin,0.676,D01,kỹ thuật phần mềm,0.576,D01,công nghệ thông tin,0.576,D01
S00214,7.4,6.25,3.25,2.75,7.0,,,,2.6,"Điện tử,Chăm sóc sức khỏe,Toán học",TN,kỹ thuật điện - điện tử,0.557,D01,quản lý bệnh viện,0.515,B03,tự động hóa,0.479,B00
S00215,7.8,6.75,8.5,4.0,4.0,,,,8.6,"Nông nghiệp,Động vật,Ngoại ngữ",TN,thú y,0.572,A01,quản trị khách sạn,0.572,A01,quản trị dịch vụ du lịch và lữ hành,0.572,A01
S00216,5.4,8.25,,,,7.0,8.5,8.75,7.8,"Trò chơi điện tử,Sáng tạo,Giúp đỡ người khác",XH,tâm lý học,0.58,C20,kỹ thuật phần mềm,0.549,C14,công nghệ thông tin,0.549,C14
S00217,6.8,7.5,,,,6.25,6.75,6.25,3.0,"Dịch vụ khách hàng,Quảng cáo,Nghệ thuật",XH,digital marketing,0.531,C04,marketing,0.521,C04,quản trị dịch vụ du lịch và lữ hành,0.521,C04
S00218,5.4,7.75,,,,9.5,9.5,9.0,4.6,"Dịch vụ khách hàng,Thể thao,Kinh doanh",XH,quản trị kinh doanh quốc tế,0.58,C20,luật kinh tế,0.57,C20,bảo hiểm,0.557,D01
S00219,6.4,6.5,,,,7.75,8.5,9.25,5.8,"Tài chính,Luật pháp,Chăm sóc sức khỏe",XH,luật kinh tế,0.543,C20,kế toán,0.542,A09,tài chính - ngân hàng,0.542,A08
S00220,5.8,3.75,,,,7.0,8.0,8.5,4.4,"Ẩm thực,Thể thao,Y học",XH,thiết kế thời trang,0.439,D09,kế toán,0.317,A09,tài chính - ngân hàng,0.314,A08
S00221,6.8,7.75,6.25,4.0,5.0,,,,2.6,"Y học,Truyền thông,Xây dựng",TN,quản lý bệnh viện,0.501,B03,thú y,0.481,A02,y khoa,0.481,A02
S00222,7.6,7.5,,,,6.75,7.5,9.25,5.0,"Văn hóa,Luật pháp,Máy tính",XH,an toàn thông tin,0.575,C14,kỹ thuật phần mềm,0.575,C14,công nghệ thông tin,0.575,C14
S00223,8.4,7.75,8.25,8.5,7.0,,,,4.6,"Lập trình,Điện tử,Phân tích dữ liệu",TN,tự động hóa,0.685,A00,kỹ thuật phần mềm,0.685,A00,trí tuệ nhân tạo,0.685,A00
S00224,7.0,7.75,,,,7.0,7.75,5.75,4.6,"Giúp đỡ người khác,Dạy học,Thống kê",XH,toán kinh tế,0.52,C04,khoa học dữ liệu và trí tuệ nhân tạo,0.518,D01,khoa học dữ liệu,0.508,D01
S00225,4.4,5.25,,,,3.25,6.25,8.0,3.6,"Lãnh đạo,Luật pháp,Lập trình",XH,quản lý tài nguyên và môi trường,0.3,C20,quản trị kinh doanh quốc tế,0.29,C20,kế toán,0.269,A09
S00226,7.4,7.5,,,,8.25,8.0,9.25,7.2,"Tài chính,Quản lý,Y học",XH,kế toán,0.649,A09,quản lý bệnh viện,0.635,D01,quản lý tài nguyên và môi trường,0.57,C20
S00227,6.2,7.5,,,,6.0,7.5,8.0,5.8,"Quản lý,Tài chính,Khoa học",XH,quản lý tài nguyên và môi trường,0.647,C20,kế toán,0.609,A09,quản trị kinh doanh quốc tế,0.537,C20
S00228,5.4,7.75,,,,4.0,7.25,7.0,4.4,"Lãnh đạo,Luật pháp,Môi trường",XH,quản lý tài nguyên và môi trường,0.533,C20,luật kinh tế,0.513,C20,công nghệ sinh học,0.512,C04
S00229,5.0,5.0,,,,7.25,6.5,7.75,4.4,"Chính trị,Trò chơi điện tử,Sáng tạo",XH,quan hệ công chúng,0.452,D14,thiết kế đồ họa,0.442,D09,quan hệ quốc tế,0.442,D14
S00230,7.6,7.25,,,,7.25,6.5,8.5,4.8,"Nghệ thuật,Thiết kế,Thống kê",XH,kiến trúc,0.592,D01,thiết kế đồ họa,0.582,D01,thiết kế nội thất,0.582,D01
S00231,6.0,7.0,,,,6.5,6.75,8.25,9.4,"Chính trị,Giáo dục,Du lịch",XH,quản trị dịch vụ du lịch và lữ hành,0.569,D66,quản trị khách sạn,0.549,D15,ngôn ngữ hàn quốc,0.539,D66
S00232,5.0,6.0,,,,6.75,6.5,7.75,4.0,"Văn hóa,Giáo dục,Truyền thông",XH,ngôn ngữ hàn quốc,0.547,D66,nghệ thuật,0.533,D14,quản trị kinh doanh quốc tế,0.5,C20
S00233,6.6,8.0,4.75,6.5,5.25,,,,5.2,"Điện tử,Nghiên cứu,Văn học",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.524,D01,an toàn thông tin,0.514,D01,tự động hóa,0.514,D01
S00234,7.6,7.5,,,,6.75,8.25,8.5,7.6,"Quảng cáo,Tài chính,Động vật",XH,digital marketing,0.561,C04,marketing,0.551,C04,kế toán,0.545,A09
S00235,8.0,7.5,8.5,5.25,6.5,,,,6.6,"Kỹ thuật,Khoa học,Hóa học",TN,kỹ thuật môi trường,0.648,A01,công nghệ sinh học,0.648,A01,dược học,0.648,A01
S00236,5.8,8.75,,,,7.5,8.5,7.75,4.6,"Thể thao,Ngoại ngữ,Truyền thông",XH,ngôn ngữ hàn quốc,0.591,D66,quản trị kinh doanh quốc tế,0.563,C20,digital marketing,0.557,C04
S00237,7.4,6.5,7.5,5.0,4.75,,,,5.0,"Bảo mật thông tin,Chăm sóc sức khỏe,Văn học",TN,an toàn thông tin,0.515,A00,thú y,0.505,A00,điều dưỡng,0.505,A00
S00238,8.6,9.5,,,,7.5,8.25,8.25,7.8,"Thiết kế,Giáo dục,Phân tích dữ liệu",XH,khoa học dữ liệu và trí tuệ nhân tạo,0.605,D01,an toàn thông tin,0.601,C14,kỹ thuật phần mềm,0.601,C14
S00239,5.2,7.5,,,,6.75,6.75,8.75,5.2,"Quản lý,Du lịch,Toán học",XH,quản trị dịch vụ du lịch và lữ hành,0.626,D66,quản trị khách sạn,0.599,D14,quản lý tài nguyên và môi trường,0.547,C20
S00240,4.8,9.0,,,,7.0,8.75,8.5,4.6,"Ẩm thực,Giúp đỡ người khác,Sáng tạo",XH,tâm lý học,0.59,C20,công nghệ thực phẩm,0.585,D01,digital marketing,0.551,C04
S00241,6.2,8.5,,,,8.75,8.25,9.25,4.6,"Dịch vụ khách hàng,Văn học,Thiết kế",XH,quản trị dịch vụ du lịch và lữ hành,0.546,C04,công nghệ kỹ thuật ô tô,0.536,C04,quản trị khách sạn,0.531,D14
